Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Khiladi,1950,137.5,6.4,10,Unknown,hindi
Canvas,2010,126,6.9,24,Drama,malayalam
Sobti,1979,124,6.5,18,Family,marathi
Bangaru Lakshmi,1980,130,6.6,10,Musical,telugu
2 Friends,2018,134,6.5,207.5,"Comedy, Drama, Romance",telugu
Motte,1985,137.5,6.4,10,Unknown,malayalam
Love Diary: Ek Prem Katha,2018,132,6.9,24,Drama,gujarati
Rettai Kadhir,2014,119,6.9,24,Drama,tamil
Kadhal FM,2005,125,6.7,61.5,"Drama, Romance",tamil
Dhairya Lakshmi,1979,130,6.1,42,Comedy,tamil
Dwarikadheesh,1956,126,6.9,24,Drama,hindi
The Legend of Hanuman,2021,25,9.2,4215,Animation,malayalam
Idre Gopi Bidre Paapi,2010,126,6.9,24,Drama,kannada
168 Hours,2016,109,5,22,Horror,malayalam
Maunraag,2013,94,6.9,24,Drama,marathi
Shri Ram Hanuman Yudha,1975,126,6.9,24,Drama,hindi
Viral,,126,6.9,24,Drama,hindi
Kiladigalu,2020,122,6.9,24,Drama,kannada
Love Dot Com,2014,143,6.9,24,Drama,telugu
Mr. 100%,2006,125,4.5,47,"Mystery, Thriller",hindi
Mein Ek Din Laut Kay Aaoon Ga,2007,158,7,31,"Action, Drama, Family",urdu
Veerta,1993,129,5.8,82,Action,hindi
Avanandre Avane,2006,126,6.9,24,Drama,kannada
Shrimathi,2011,135,6.9,24,Drama,kannada
Kokro,2019,42,7.8,10,"Short, Drama",nepali
Ghajinikanth,2018,138,5.4,487,"Comedy, Romance",tamil
Thalamura,1993,137.5,6.4,10,Unknown,malayalam
Mimica,2018,8,8.2,9.5,Short,malayalam
Sadhu Aur Shaitaan,1968,155,6.7,131,"Comedy, Thriller",hindi
Daaj,1976,137.5,6.4,10,Unknown,punjabi
Gauri Puja,1956,135.5,6.6,15,Fantasy,hindi
6 Gunn,2017,116,6.4,10,Unknown,marathi
Thiruneliyile Pankutti,2001,78,6.4,10,Unknown,malayalam
Challenge,1974,137.5,6.4,10,Unknown,urdu
Maharaja Vikram,1965,135.5,6.6,15,Fantasy,hindi
It's a Mismatch,2009,138,5.9,85,"Comedy, Drama, Romance",punjabi
Muddu Manase,2015,133,7.8,9,Romance,kannada
Drishti,1995,132,6.9,24,Drama,bengali
Trilok Sundari,1980,137.5,8.4,31,Unknown,hindi
Aai Mala Maaf Kar,2006,126,6.9,24,Drama,marathi
Hum Tum Shabana,2011,126,3.6,289,"Comedy, Crime, Drama",hindi
Geetha Oru Shenbagappoo,1980,123,6.9,24,Drama,tamil
Kasu mela kasu,2018,130,6.1,42,Comedy,tamil
Premayuddha,1984,137.5,6.4,10,Unknown,kannada
Singamugam,2010,110,6.9,24,Drama,tamil
22-Mar,2017,121,6.05,15,Mystery,kannada
Up Wali Love Story,2019,126,5.6,84,"Action, Romance",hindi
Devi Abhayam,2005,144,5.1,59,"Fantasy, Thriller",telugu
Chila NewGen Nattuvisheshangal,2019,150,4,31,"Comedy, Drama, Romance",malayalam
Nadi O Nari,1965,126,6.9,24,Drama,bengali
Namakharam,2015,122,6.9,24,Drama,kannada
Kalubaichya Naavan Changbhala,2005,126,6.9,24,Drama,marathi
Khat-E-Falak,2015,19,8.5,21,"Short, Drama, Mystery",urdu
Ninnishtam Ennishtam,1986,125,6.5,101,Drama,malayalam
Shikari,2016,145,6.7,1243,"Action, Crime, Drama",bengali
Baghban,1938,159,7.2,8,Drama,hindi
Daktar Bou,1986,126,6.9,24,Drama,bengali
Ghorer Shotru,1994,144,6,77,"Action, Drama",bengali
Murli Malhari Rayachi,1969,126,6.9,24,Drama,marathi
Avan Appadithan,2012,105,6.9,24,Drama,tamil
Jangli Mera Naam,1994,137.5,6.4,10,Unknown,punjabi
Somadhan,1972,136,6.3,94,"Comedy, Drama",bengali
Chance,2015,17,6.9,62,"Short, Drama, Romance",urdu
Doorie,1989,126,6.9,24,Drama,hindi
Shabnam Bani Shola,2001,103,5.5,21,Action,hindi
The River of Love,2021,70,6.05,15,Mystery,hindi
Ashtavakra,2018,113,5.2,6,Drama,marathi
Rechukka,1954,126,6.8,6,Drama,telugu
Oru Nalla Naal Paathu Solren,2018,149,5.4,940,Comedy,tamil
Nayak,2019,146,6.9,24,Drama,bhojpuri
Whistle,2013,112,5.5,35,"Horror, Thriller",kannada
Randuper (Two Persons),2018,110,5.95,17.5,Crime,malayalam
Local Dada,2005,137,5.5,21,Action,hindi
Pudhiya Varavu,1983,137.5,6.4,10,Unknown,tamil
Engada Irunthinga Ivvalavu Naala,2017,130,6.1,42,Comedy,tamil
Abhisarike,2018,112,5,22,Horror,kannada
Mushk,2020,38,8.3,13,Drama,urdu
Nanu Aur Main,2018,22,8.3,10,"Short, Drama, Family",urdu
Njan Piranna Nattil,1985,137.5,6.4,10,Unknown,malayalam
Sila Samayangalil,2016,110,7.2,722,Drama,tamil
Pyaar To Hona Hi Tha,1998,156,6.7,2957,"Comedy, Drama, Romance",hindi
Ek Anokhi Dulhan - Saavi,2017,101,6.9,24,Drama,hindi
Vazhakku Enn 18/9,2012,124,8.3,2059,"Crime, Drama, Thriller",tamil
Mere Gharib Nawaz,1973,126,6.9,24,Drama,urdu
Love Guru,2009,136,7.2,32,"Drama, Romance",kannada
Hundred Rupees,2020,15,8.2,9.5,Short,nepali
Prasab,1994,83,7.6,9,Drama,bengali
Koottali,2018,140,6.9,24,Drama,tamil
DJ Kamal Mustafa: Main Rahoon Ya Na Rahoon (Remix),2015,7,8,17,"Short, Music",urdu
Yaar Badal Naa Jana,2021,137,5.5,21,Action,bhojpuri
Apon Ghar,1990,126,6.9,24,Drama,bengali
Jism Aur Jaan,1991,120,6,32,Thriller,hindi
Jaihind 2,2014,155,5.2,115,Action,tamil
Rana the Don,2000,137,5.5,21,Action,hindi
Maut Ka Toofan,1935,137.5,6.4,10,Unknown,hindi
Jagriti,1977,144,6,77,"Action, Drama",hindi
Ramya Chaitra Kala,2006,126,6.9,24,Drama,kannada
The Village Project,2019,126,6.9,24,Drama,hindi
Birugaali,2009,137,6.2,6,Action,kannada
Kariyawar,1948,138,6.4,10,Unknown,gujarati
Prachanda Kulla,1984,149,7.1,19,Unknown,kannada
Vanangamudi,1957,137.5,6,11,Unknown,telugu
Bailaras,2017,134,6.5,123,Drama,punjabi
Love 20-20,2020,133,6.2,31,Romance,telugu
Bhagan Bhaag,2008,130,6.1,42,Comedy,marathi
Harami,2020,100,7.5,894,"Crime, Drama, Romance",hindi
Sarhad Wale Daddy,2021,126,6.9,24,Drama,hindi
Grihalaxmi,1934,137.5,6.4,10,Unknown,hindi
Tath Kana,2021,127.5,7.6,19,Biography,marathi
Pratigya,1995,144,7.1,9,"Action, Drama",punjabi
Chenghiz Khan,1957,137.5,6.4,10,Unknown,hindi
Oru Pynkilikatha,1984,137.5,6.4,10,Unknown,malayalam
Agent Janju,2019,114,6.1,42,Comedy,urdu
Gobardhan Sorit,2019,126,6.9,24,Drama,assamese
Ek Adhikari Zanzavat,2019,126,6.9,24,Drama,marathi
16 Barse Yoban Salala Bage Jasto,2019,5,8,17,"Short, Music",nepali
Azhi Alayaazhi,1978,137.5,6.4,10,Unknown,malayalam
Arima Nambi,2014,151,6.9,981,"Action, Thriller",tamil
Kunjattakilikal,1986,120,6.7,27,"Comedy, Drama, Romance",malayalam
Foot Path,1953,148,7.4,53,"Comedy, Crime, Drama",hindi
Sankarankovil,2011,126,6.9,24,Drama,tamil
Godfather,1991,150,8.6,3066,"Comedy, Drama, Romance",malayalam
Aas,1978,133,6.2,31,Romance,hindi
Shesh Tin Din,1966,137.5,6.4,10,Unknown,bengali
I forgot myself somewhere,2016,24,8.4,9,"Documentary, Short",urdu
Munnabhai S.S.C.,2005,119,4.3,10,Comedy,marathi
Dhruvanakshatram,1989,147,8.2,89,"Action, Drama",telugu
Hatey Roilo Pistol,2011,143,6.6,8,"Action, Drama, Thriller",bengali
Thoonga Nagaram,2011,138,6,118,"Comedy, Family, Thriller",tamil
Radhayude Kamukan,1984,137.5,6.4,10,Unknown,malayalam
Aseerzadi,2013,126,7.4,17,Drama,urdu
Izzat,1937,108,6.1,17,Unknown,hindi
Mondodu,2020,137,5.5,21,Action,telugu
Ratchakan,1997,154,6.4,283,"Action, Romance",telugu
Aaj Kie Aurat,1993,144,4.1,11,"Action, Drama",hindi
Burma on My Mind,2016,77,7.6,10,"Documentary, History",nepali
Dost,2004,126,3,6,Drama,telugu
The Difference,,137,5.5,21,Action,hindi
Pataal Puri,1935,137.5,6.4,10,Unknown,bengali
Nishidhdho Prem,2007,147,5,5,"Action, Romance",bengali
Lion Jagapathy Rao,1991,139,6.2,15,Unknown,kannada
Intaquam,1969,144,6.9,47,"Drama, Thriller",hindi
vandi,2018,148,6.1,45,Family,tamil
Pinjre Ke Panchhi,1966,127,5.8,12,"Crime, Drama",hindi
Bahake Kadam,1971,120,6,32,Thriller,hindi
Adipapam,1979,137.5,6.4,8,Unknown,malayalam
Hombanna,2017,126,8.2,66,Drama,kannada
Jano Kapati,1976,137.5,6.4,10,Unknown,punjabi
Vajram,2004,122,3.2,132,"Action, Drama",malayalam
Partner,2008,145,5.7,41,"Comedy, Drama",bengali
The Brawler,2017,154,8,6694,"Action, Drama, Sport",hindi
Azhimukham,1972,137.5,6.4,10,Unknown,malayalam
Cheeni Kum,2007,140,6.8,4953,"Comedy, Drama, Romance",hindi
Babaal,2017,128,6.1,42,Comedy,gujarati
Nalla,2004,136,7.2,75,"Drama, Romance",kannada
Merupu,1996,137,5.5,21,Action,telugu
Daku Munni Bai,1991,137,7.7,32,Action,hindi
Party,2018,157,7.8,5,"Comedy, Drama",marathi
Theneechayum Peerangippadayum,2018,130,4.4,5,Comedy,malayalam
Genesis,1986,105,6.8,112,Drama,hindi
Gehra Zakhm,1981,132,6.6,25,"Drama, Family",hindi
Chandragupta,1934,137.5,6.4,10,Unknown,hindi
Sondhey Namaar Aagey,2014,129,5.8,6,Mystery,bengali
Seven,2019,117,5.2,383,Thriller,tamil
Zamane Se Poocho,1976,137.5,6.4,10,Unknown,hindi
Pandirimancham,1991,137.5,6.4,10,Unknown,telugu
Janani,2006,124,4.4,28,"Drama, Romance",hindi
Zameen Aasmaan,1984,133,5.5,44,"Family, Drama",hindi
Mamiyaar Veedu,1993,137.5,6.2,6,Unknown,tamil
Swapna Tujhe Ni Majhe,2012,133,6.2,31,Romance,marathi
Saino,1987,126,7.7,17,Drama,nepali
Uththama Rasa,1993,126,6.9,24,Drama,hindi
Moonil Manthan,2020,9,7.95,13.5,"Short, Comedy",malayalam
Commando,1988,149,4.2,169,"Action, Drama, Romance",hindi
Bahen,1941,156,6,10,Drama,hindi
Nishachar,1971,126,6.9,24,Drama,bengali
BOKUL PRIYA,1997,136,6.7,61.5,"Drama, Romance",bengali
Roses in the Waste,2017,5,8.2,9.5,Short,urdu
Dilli Ka Thug,1958,137,6.8,54,"Action, Comedy, Crime",punjabi
Maa O Maa,1990,126,6.9,24,Drama,hindi
Thilothama,2015,141,2.8,28,"Crime, Drama",malayalam
Bhuvan Shome,1969,96,7.5,391,"Comedy, Drama",gujarati
Bhagaban Shrikrishna Chaitanya,1953,126,8,11,Drama,bengali
Circle Malayalam Horror,2020,112,5,22,Horror,malayalam
Kushi Kushiga,2004,148,6.1,49,Comedy,telugu
Chimanee Pakhre,2000,126,8.1,11,Drama,hindi
Ariyatha Veethikal,1984,111,7.2,19,Drama,malayalam
Miss 420,1995,124,6.5,18,Family,telugu
Jonbai,2005,145,8.2,8,"Drama, Musical, Romance",assamese
Millitary Raaj,1998,137,5.9,49,Action,hindi
Rudranetra,1989,126,6.6,69,"Action, Crime, Thriller",telugu
Kanchana,1952,165,7,105,Drama,malayalam
Raghupati Raghava Rajaram,1977,129,5.6,9,Comedy,tamil
Swagatham,1989,133,6.3,21,Unknown,malayalam
Bangarada Gudi,1976,133,8.4,5,Unknown,kannada
Anuraag,1956,136,6.7,61.5,"Drama, Romance",hindi
Khilthi Umar,2000,80,6,32,Thriller,hindi
Doag,1952,137.5,6.4,10,Unknown,hindi
22 Days,2018,124,5.6,7,Thriller,hindi
Anaganaga O Kurraadu,2003,133,6.2,31,Romance,telugu
Ek Aur Maut,2001,121,6.05,15,Mystery,hindi
Kasimedu Govindhan,2008,137,5.5,21,Action,tamil
Roohi,2021,134,4.2,5716,"Comedy, Horror",hindi
Noor,2017,117,4,1414,"Adventure, Comedy, Drama",hindi
Zindagi Khoobsoorat Hai,2002,126,5.7,49,"Drama, Family",hindi
Sahasra Siracheda Apoorva Chinthamani,1960,136,7.4,10,"Drama, Action, Romance",telugu
Jhoot,2004,137,3.7,32,Action,tamil
Sotorko Shoitan,1993,140,6.3,524,"Action, Crime, Thriller",bengali
Aami Shudhu Cheyechhi Tomay,2014,135,5.8,110,"Comedy, Drama, Romance",bengali
eMOSS,2011,12,7.8,10,"Short, Drama",assamese
33,2009,126,5.7,39,Drama,bengali
Vedigundu Pasangge,2018,136,7.7,50,"Comedy, Crime, Drama",tamil
Dwandha Yudham,1981,137.5,6.4,10,Unknown,malayalam
Perarasu,2006,140,5.2,76,"Action, Sci-Fi, Thriller",tamil
Anupama,1966,148,7.4,403,"Drama, Romance",hindi
Women Diaries,2021,126,6.9,24,Drama,tamil
Appuchi Gramam,2014,168,5.7,60,Sci-Fi,tamil
Haq E Sailani,2017,130,6.3,58,"Crime, Drama, Family",hindi
Karimpoocha,1981,111,6.4,10,Unknown,malayalam
Bombaat,2008,139,5.1,38,"Action, Thriller",kannada
Chakram,2003,148,4.3,105,"Action, Comedy, Drama",malayalam
Waqt Ka Badshah,2005,137,5.5,21,Action,hindi
Maskari,1991,130,6.1,42,Comedy,marathi
Hote Hote Pyar Hogaya,1999,140,5.1,287,"Romance, Action, Crime",hindi
Nirnnayakam,2015,111,6.9,429,"Drama, Family",malayalam
Panchamirtham,2008,131,7.1,7,Comedy,hindi
Oru Yatheryudhe Antayam,1991,137.5,8.5,8,Unknown,malayalam
Pon Ondru Kanden,2018,134.5,7.8,9,"Comedy, Romance",tamil
Shankar Dada,1976,130,6.5,26,Drama,hindi
Kaun Kare Kurbanie,1991,154,3.2,47,"Action, Crime, Drama",hindi
Stop or I Will Shoot,2019,56,6,32,Thriller,hindi
Mohammad,2014,11,8.2,10,"Short, Drama, Thriller",urdu
Sanjh Aur Savera,1964,134,6.9,49,"Drama, Family",hindi
Pooja,1940,191,6.4,10,Unknown,hindi
31st October,2015,109,5.9,236,"Action, Drama, History",punjabi
Dukaan: Pila House,2004,136,4,10,"Drama, Romance",hindi
Icche,2011,132,7.6,415,Drama,bengali
Peruvannapurathe Visheshangal,1989,120,7.2,277,"Comedy, Drama",malayalam
Biwi Tumhari Bachche Hamare,2004,120,6,32,Thriller,hindi
John Apparao 40+,2008,130,4.2,18,Comedy,telugu
Gamer,,126,6.9,24,Drama,telugu
Kanaa Kanden,2005,146,6.6,320,"Romance, Thriller",tamil
Khan Dost,1978,137.5,6.4,10,Unknown,punjabi
Ehd-e-Wafa,2019,131,8.6,967,"Comedy, Drama",oriya
Gumnam Hai Koi,2001,120,2.4,21,Thriller,hindi
Paalkkadal,1976,137.5,6.4,10,Unknown,malayalam
Auto Rickshawala,2018,126,6.9,24,Drama,hindi
Boishakhi Gan,2012,83,6.85,48.5,"Drama, Family, Musical",bengali
Mausam,2011,161,4.7,5233,"Drama, Romance, War",punjabi
A Game Called Relationship,2020,109,5.7,177,"Comedy, Romance",hindi
Nagaram,2010,149,4.7,47,Action,tamil
Mahasati Behula,1964,137.5,6.4,10,Unknown,hindi
Kothin Shimar,2003,137,5.5,21,Action,bengali
Shades of a Kite,2020,25,6.9,29,"Short, Drama, Horror",malayalam
Aaj Ka Mahaatma,1976,170,3.5,23,"Action, Romance",hindi
Nari Teri Shakti Anokhi,2014,126,6.9,24,Drama,hindi
Samsaram,1950,219,7.1,11,"Drama, Musical",telugu
Bindiya,1946,137.5,6.4,10,Unknown,hindi
Aye Madam,1996,137.5,6.4,10,Unknown,malayalam
Kaaya,2016,92,4.7,164,"Drama, Horror, Thriller",hindi
3 Storeys,2018,100,6.9,352,Drama,hindi
Suno Sasurjee,2004,169,2.5,145,"Action, Comedy, Musical",hindi
Karaycha Te Dankyat,1999,130,6.1,42,Comedy,marathi
Agni Nilavu,1991,137.5,6.4,10,Unknown,malayalam
Paattu,2021,136,6.7,61.5,"Drama, Romance",malayalam
Bhakta Kanakadasa,1960,127,8,44,"Biography, Drama, History",kannada
Chodah Saal,1968,137.5,6.4,10,Unknown,punjabi
Pelli Roju,1968,199,6.4,10,Unknown,telugu
Ek Din... Achanak,2011,124,4.9,17,"Drama, Thriller",hindi
Manohara,1954,184,6.4,10,Unknown,telugu
Deewangi,2019,136,7.8,75,"Drama, Romance",urdu
Mahabali Hanuman,1981,130,6.9,21,"Adventure, Family, Fantasy",hindi
Wamaq Azra,1935,137.5,6.4,10,Unknown,hindi
Njan Kodiswaran,1994,121,5.2,14,Mystery,malayalam
Vijetha,1985,107,7.2,234,"Drama, Family, Romance",telugu
Uchla Re Uchla,2012,130,6.1,42,Comedy,marathi
Ponmuttayidunna Tharavu,1988,122,8,532,"Comedy, Drama",malayalam
Bhagyalakshmi Bumper Draw,2006,130,5.6,32,Comedy,telugu
Minor Mappillai,1996,130,5.2,83,Comedy,tamil
Jadoo Teri Nazar,2008,133,6.2,31,Romance,marathi
Sawan Bhadon,1970,155,6.6,40,"Action, Romance, Thriller",hindi
Relax Satya,2018,126,5.8,5,"Crime, Thriller",kannada
Thennilavu,1961,159,7.4,28,Comedy,tamil
Tilottama,1954,137.5,6.4,10,Unknown,hindi
Sagar,1965,126,6.9,24,Drama,urdu
Baandi,2018,126,7.6,19,Drama,oriya
Baishey Shravana,1960,110,7.7,70,Drama,bengali
Aaj Ka Maseeha,1995,137,5.5,21,Action,hindi
Parvathi Parameswarulu,1981,132,6.2,8,"Drama, Family",telugu
Moonu Kodiyum Munnooru Pavanum,1997,132,3.8,12,"Comedy, Drama",malayalam
Tamil MI-7,2015,127,5.5,21,Action,tamil
Tujh Se Naam Hamara,2016,80,8.1,23,"Comedy, Drama, Romance",urdu
Inquilab Zindabad,1975,137,5.5,21,Action,hindi
Mayecha Pazhar,1952,137.5,6.4,10,Unknown,marathi
Mahiravana,1940,159.5,7.5,15.5,"Musical, Drama",telugu
Prem Aru Prem,2002,136,6.7,61.5,"Drama, Romance",assamese
Guru Manio Granth,1977,142,6.6,7,"Drama, Family",punjabi
Rayaran Sose,1957,96,8.3,11,Unknown,kannada
Bhai Bhai,1972,126,6.9,24,Drama,urdu
Apaaratha,1992,137.5,6.2,9,Unknown,malayalam
Aralida Hoovugalu,1991,142,6.7,61.5,"Drama, Romance",kannada
Cocktail: The Deadly Combination,2007,124,6.5,106,"Drama, Thriller",hindi
Bandhay Ek Dour Se,2020,40,7.2,9,"Drama, Romance",urdu
Kaydo,2015,126,6.9,24,Drama,gujarati
Jothi Malar,1943,126,6.9,24,Drama,tamil
Swarg Se Sundar Desh Hamara,1959,126,6.9,24,Drama,hindi
Prema Yuddham,1990,90,8.3,96,Romance,telugu
Teshan,2016,136,5.1,46,Drama,punjabi
Unkahi,2016,100,8.3,30,"Drama, Romance",oriya
Kali Anjilum,2005,7,6.8,13,"Short, Action",malayalam
Mard Ka Bachcha,1936,137.5,6.4,10,Unknown,hindi
Pakauu,2012,120,6.1,42,Comedy,hindi
Yuvarathnaa,2021,161,5.8,2942,"Action, Drama",kannada
Kaleidoscope for Anjali,2014,35,8.1,6.5,"Short, Family",malayalam
Mhara Gaon Mhara Desh,2004,72,6.9,24,Drama,hindi
Anandha Ragam,1982,131,6.9,24,Drama,tamil
Pardesi Saiyan,1935,137.5,6.4,10,Unknown,hindi
Shabnam,1993,134,6.2,31,Romance,hindi
Apple,2019,133,6.2,31,Romance,telugu
Trinetra,1991,157,5.1,71,Action,hindi
The Road to Guantanamo,2006,95,7.4,11119,"Drama, War",oriya
Nabbbeyy,2013,137,5.5,21,Action,hindi
Gnana Kirukkan,2014,148,6.9,24,Drama,tamil
Yeh Nazdeekiyan,1982,136,6.5,30,"Drama, Romance",hindi
Navra Mhanu Naye Apula,1957,137.5,6.4,10,Unknown,marathi
Tu Mera Junoon,2019,136,6.7,61.5,"Drama, Romance",urdu
Suriyan Satta Kalloori,2009,140,6.9,24,Drama,tamil
Shodhu kuthe,2011,94,6.9,24,Drama,marathi
Ishq Nachaya,2016,40,7.3,9,Drama,oriya
Safed Jhoot,1978,130,5.5,23,"Comedy, Drama, Family",hindi
Ashvamithra,2018,79,6.9,24,Drama,tamil
Puranagaram,2012,126,6.9,24,Drama,tamil
Chatrapati Shashan,2019,137,8,9,Action,marathi
Mogambo,2018,5,8,17,"Short, Music",urdu
Appu,2002,140,8.5,34,"Action, Comedy, Romance",kannada
Thobama,2018,158,5.3,82,Comedy,malayalam
Apna Banake Dekho,1962,133,5.6,5,Romance,hindi
Goonj Uthi Shehnai,1959,174,7.6,32,"Musical, Romance",hindi
Radha Gopalam,2005,153,6.3,72,Drama,telugu
Dhoolipata,2018,132,6.9,24,Drama,kannada
BIR,2020,142,4.9,229,"Action, Drama, Thriller",bengali
Toofan Rani,1985,137,5.5,21,Action,hindi
What the Jatt!!,2015,140,4.8,32,Comedy,punjabi
Dracula Sir,2020,127,7.2,1068,"Crime, Thriller",bengali
Ennum Sambavamiyuge Yuge,2001,137.5,6.4,10,Unknown,malayalam
Raakkayi Koil,1993,137.5,6.4,10,Unknown,tamil
Nisabdham,2017,126,5.4,14,Drama,tamil
Kalkut,1981,136,6.7,61.5,"Drama, Romance",bengali
Jangal Mein Mangal,1972,140,6.7,64,"Adventure, Romance",hindi
Yehi Hai Zindagi,2005,141.5,5.8,16,"Action, Crime, Drama",hindi
Shabash Ramu,1959,137.5,6.4,10,Unknown,tamil
Sher Puttar,1977,137,5.5,21,Action,punjabi
Mahesh Saranya Matrum Palar,2008,145,6.9,24,Drama,tamil
Kaurav Pandav,1970,126,6.9,24,Drama,hindi
Mehboob Mere Mehboob,1992,133,6.2,10,Romance,hindi
Sandiyan,2017,137,5.5,21,Action,tamil
Nagin,1959,118,7,6,Musical,urdu
919 Lakeview Drive,2019,114,5.95,17.5,Crime,telugu
Kusume Rumal 2,2010,135,6.9,28,"Drama, Romance",nepali
Arasilankumari,1961,137.5,6.6,7,Unknown,tamil
Animal World,2018,132,6.5,3808,"Action, Fantasy, Sci-Fi",hindi
Mughal-E-Azam,1960,197,8.2,7409,"Drama, Romance, War",urdu
Aa Ondu Dina,2018,112,6.9,24,Drama,kannada
Poojapushpam,1969,137.5,6.4,10,Unknown,malayalam
Kasturi,1954,137.5,6.4,10,Unknown,hindi
Moondraam Ullaga Por,2016,105,4.2,64,"Action, Drama, War",tamil
Radhika,1941,137.5,6.4,10,Unknown,hindi
Ek Ke Upar Do,2018,120,6.1,164,"Comedy, Romance",hindi
Dilli Kaand,2021,126,6.9,24,Drama,hindi
Pranavam,2021,122,8.6,52,Thriller,telugu
Goopy Gyne Bagha Byne,1969,132,8.8,2196,"Adventure, Comedy, Family",bengali
Mmirsa,2016,143,8,13,Drama,hindi
Adaikalam,2006,155,6.8,8,Drama,tamil
A Morning Tale,2018,5,9,16,"Short, Comedy",malayalam
Krishna Leelai,2010,137,6.1,8,Action,tamil
Toofan,1989,126,6.9,24,Drama,bengali
Julmo Sitam,1998,137,5.5,21,Action,hindi
13 Number Feku Ostagar Lane,1966,124,8.6,19,"Comedy, Family",bengali
Dhoom Dham,1949,137.5,6.4,10,Unknown,hindi
Yaadein...,2001,171,4.4,3285,"Musical, Drama, Romance",hindi
Shirin Farhad,1931,120,6.55,64.5,"Musical, Drama, Romance",hindi
Naseeb Apna Apna,1986,140,5.6,159,"Comedy, Drama",hindi
Ranangan,2013,144,6,77,"Action, Drama",assamese
Manushulu Chesina Dongalu,1977,114,8.4,31,Crime,telugu
Viswa Vikhyaatharaaya Payyanmaar,2017,125,3.3,49,Comedy,malayalam
Chhottur Pratishodh,1990,126,6.9,24,Drama,bengali
Thanthai Sol Mikka Manthiram Illai,2019,121,6.9,24,Drama,tamil
Maa Dikri,1978,137.5,6.4,10,Unknown,gujarati
Aruvam,2019,128,4.5,498,"Action, Comedy, Horror",tamil
Sasta Khoon Mehnga Pani,1974,153,6.2,280.5,"Comedy, Crime, Drama",punjabi
Janmam,2018,11,7.8,10,"Short, Drama",malayalam
Baabul Ki Dua,2020,130,6.1,42,Comedy,hindi
Loophole,2018,22.5,7.5,31,"Short, Crime, Mystery",malayalam
Sonba Ane Roopba,1979,137.5,6.4,10,Unknown,gujarati
Ek Daulat Ki Hawas,2007,114,5.95,17.5,Crime,urdu
Don Baika Phajeeti Aika,1982,131,6.3,94,"Comedy, Drama",marathi
Saat Samundar Paar,1993,126,6.9,24,Drama,punjabi
Jeevitham Oru Raagam,1989,137.5,6.4,10,Unknown,malayalam
The Chase,2021,120,6,32,Thriller,telugu
Mr. Charlie,1993,137.5,3.7,22,Unknown,urdu
Those 70 Days,2007,10,8.4,9,"Documentary, Short",urdu
Dard Pardesiyan De,2015,126,6.9,24,Drama,punjabi
Golmaal Kids,2017,146,6.1,42,Comedy,hindi
Azhakiya Ravanan,1996,120,7.4,733,"Comedy, Drama",malayalam
Dheena,2001,167,7.1,2081,"Action, Drama",tamil
Kusruthi,2004,126,3.8,13,Comedy,malayalam
Bongu,2017,124,5.4,99,Crime,tamil
Peda Rayudu,1995,165,7.2,537,"Action, Drama",telugu
Saath Saath,1982,117,7.1,254,Drama,hindi
Musafir,2004,151,5.5,1720,"Action, Crime, Drama",hindi
Unmaad,2018,126,8.3,7,Drama,hindi
Brahmachari,1938,156,6.4,10,Unknown,hindi
Ramadasu,1933,159.5,7.5,15.5,"Musical, Drama",telugu
Kaattu,2017,163,7,200,Drama,malayalam
Pati Patni Aur Woh,2019,126,5.7,5951,"Comedy, Romance",hindi
Hirak Jayanti,1990,130,6.3,13,"Drama, Romance",bengali
Bairi Bhail Sajanwaa Hamaar,2017,145,6.9,24,Drama,bhojpuri
Gangavathar,1942,126,6.9,24,Drama,tamil
Digvijaya,1987,144,6.4,10,Unknown,kannada
Griha Pravesh,1979,134,7.7,99,Drama,hindi
Jab Tak Hai Jaan,2012,176,6.7,51634,"Drama, Romance",hindi
Anveshanam,2020,121,6,529,"Drama, Mystery, Thriller",malayalam
Khudgarz,1987,158,5.8,291,Drama,hindi
Khuda Ka Banda,1957,130,7.2,52,"Drama, History",hindi
Pepsi Top of the Pops,1995,,,,"Music, Talk-Show",urdu
Rangbaaz,2017,145,5.4,64,"Action, Comedy",bengali
Chor Nu Mor,1976,137,5.5,21,Action,punjabi
Aadhi Zindagi Aadhi Maut,1986,120,6,32,Thriller,hindi
Kaaki,1992,126,6.9,24,Drama,hindi
Neeya,1979,137,6.2,84,"Drama, Fantasy, Musical",tamil
Cash,2007,137,3.4,1844,"Action, Crime, Thriller",urdu
Srivalli,2017,130,4.7,48,Sci-Fi,telugu
Bhai Aakhir Bhai Hota Hai,1982,126,6.9,24,Drama,hindi
Chakravarthy 1995,1995,114,5.95,17.5,Crime,tamil
Rupban,1965,135.5,8.1,17,Fantasy,oriya
Aandavan Kattalai,2016,151,8.1,2341,Drama,tamil
Taqat,1994,137.5,6.4,10,Unknown,punjabi
Anjali,1957,137.5,6.4,10,Unknown,hindi
Mukti,1937,155,6.4,10,Unknown,hindi
Janova,1953,137.5,6.4,10,Unknown,malayalam
The System,2014,141.5,6.3,230,"Action, Crime, Drama",oriya
Mayer Ashirbad,1993,135,6.55,35.5,"Drama, Family, Romance",bengali
One More Chance (Black Birds),2012,10,6.7,10,Short,malayalam
Prem Juddho,1994,148,7.4,30,"Action, Drama, Romance",bengali
